✓ Initialized. View run at 
https://modal.com/apps/sentra/main/ap-b0BaUF2jBlibzWOZ8yS5XU
✓ Created objects.
├── 🔨 Created mount /Users/sonia/Documents/GitHub/autoresearch/run_modal.py
├── 🔨 Created function setup_data.
└── 🔨 Created function run_training.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 50,331,648
  lm_head                 : 6,291,456
  transformer_matrices    : 56,623,872
  scalars                 : 16
  total                   : 119,538,448
Estimated FLOPs per token: 4.187796e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 26115ms | tok/sec: 10,037 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00825 (70.3%) | loss: 2.849554 | lrm: 0.30 | dt: 262ms | tok/sec: 998,972 | mfu: 42.3% | epoch: 1 | remaining: 89s    
step 00826 (70.4%) | loss: 2.846314 | lrm: 0.30 | dt: 258ms | tok/sec: 1,016,230 | mfu: 43.0% | epoch: 1 | remaining: 89s    
step 00827 (70.5%) | loss: 2.849403 | lrm: 0.30 | dt: 260ms | tok/sec: 1,006,897 | mfu: 42.6% | epoch: 1 | remaining: 88s    
step 00828 (70.6%) | loss: 2.851115 | lrm: 0.30 | dt: 261ms | tok/sec: 1,005,037 | mfu: 42.5% | epoch: 1 | remaining: 88s    
step 00829 (70.7%) | loss: 2.848757 | lrm: 0.30 | dt: 259ms | tok/sec: 1,013,046 | mfu: 42.9% | epoch: 1 | remaining: 88s    
step 00830 (70.7%) | loss: 2.839677 | lrm: 0.30 | dt: 259ms | tok/sec: 1,010,530 | mfu: 42.8% | epoch: 1 | remaining: 88s    
step 00831 (70.8%) | loss: 2.838475 | lrm: 0.30 | dt: 261ms | tok/sec: 1,002,550 | mfu: 42.4% | epoch: 1 | remaining: 87s    
step 00832 (70.9%) | loss: 2.839816 | lrm: 0.30 | dt: 260ms | tok/sec: 1,009,436 | mfu: 42.7% | epoch: 1 | remaining: 87s    
step 00833 (71.0%) | loss: 2.841661 | lrm: 0.30 | dt: 261ms | tok/sec: 1,003,904 | mfu: 42.5% | epoch: 1 | remaining: 87s    
step 00834 (71.1%) | loss: 2.840335 | lrm: 0.30 | dt: 258ms | tok/sec: 1,015,282 | mfu: 43.0% | epoch: 1 | remaining: 86s    
step 00835 (71.2%) | loss: 2.843478 | lrm: 0.30 | dt: 256ms | tok/sec: 1,024,908 | mfu: 43.4% | epoch: 1 | remaining: 86s    
step 00836 (71.3%) | loss: 2.845217 | lrm: 0.29 | dt: 260ms | tok/sec: 1,007,872 | mfu: 42.7% | epoch: 1 | remaining: 86s    
step 00837 (71.3%) | loss: 2.845943 | lrm: 0.29 | dt: 261ms | tok/sec: 1,006,032 | mfu: 42.6% | epoch: 1 | remaining: 86s    
step 00838 (71.4%) | loss: 2.846964 | lrm: 0.29 | dt: 257ms | tok/sec: 1,018,460 | mfu: 43.1% | epoch: 1 | remaining: 85s    
step 00839 (71.5%) | loss: 2.840232 | lrm: 0.29 | dt: 255ms | tok/sec: 1,026,438 | mfu: 43.4% | epoch: 1 | remaining: 85s    
step 00840 (71.6%) | loss: 2.838656 | lrm: 0.29 | dt: 256ms | tok/sec: 1,022,243 | mfu: 43.3% | epoch: 1 | remaining: 85s    
step 00841 (71.7%) | loss: 2.836936 | lrm: 0.29 | dt: 258ms | tok/sec: 1,017,005 | mfu: 43.0% | epoch: 1 | remaining: 85s    
step 00842 (71.8%) | loss: 2.834380 | lrm: 0.29 | dt: 257ms | tok/sec: 1,021,835 | mfu: 43.2% | epoch: 1 | remaining: 84s    
step 00843 (71.9%) | loss: 2.830485 | lrm: 0.29 | dt: 259ms | tok/sec: 1,013,978 | mfu: 42.9% | epoch: 1 | remaining: 84s    
step 00844 (71.9%) | loss: 2.832122 | lrm: 0.29 | dt: 260ms | tok/sec: 1,008,036 | mfu: 42.7% | epoch: 1 | remaining: 84s    
step 00845 (72.0%) | loss: 2.831164 | lrm: 0.29 | dt: 260ms | tok/sec: 1,007,825 | mfu: 42.7% | epoch: 1 | remaining: 84s    
step 00846 (72.1%) | loss: 2.825770 | lrm: 0.29 | dt: 260ms | tok/sec: 1,009,201 | mfu: 42.7% | epoch: 1 | remaining: 83s    
step 00847 (72.2%) | loss: 2.832554 | lrm: 0.29 | dt: 258ms | tok/sec: 1,015,745 | mfu: 43.0% | epoch: 1 | remaining: 83s    
step 00848 (72.3%) | loss: 2.830208 | lrm: 0.28 | dt: 259ms | tok/sec: 1,013,997 | mfu: 42.9% | epoch: 1 | remaining: 83s    
step 00849 (72.4%) | loss: 2.832217 | lrm: 0.28 | dt: 258ms | tok/sec: 1,014,227 | mfu: 42.9% | epoch: 1 | remaining: 83s    
step 00850 (72.5%) | loss: 2.832769 | lrm: 0.28 | dt: 260ms | tok/sec: 1,008,052 | mfu: 42.7% | epoch: 1 | remaining: 82s    
step 00851 (72.5%) | loss: 2.834634 | lrm: 0.28 | dt: 255ms | tok/sec: 1,026,958 | mfu: 43.5% | epoch: 1 | remaining: 82s    
step 00852 (72.6%) | loss: 2.831709 | lrm: 0.28 | dt: 256ms | tok/sec: 1,022,767 | mfu: 43.3% | epoch: 1 | remaining: 82s    
step 00853 (72.7%) | loss: 2.827029 | lrm: 0.28 | dt: 256ms | tok/sec: 1,022,701 | mfu: 43.3% | epoch: 1 | remaining: 82s    
step 00854 (72.8%) | loss: 2.828509 | lrm: 0.28 | dt: 259ms | tok/sec: 1,012,979 | mfu: 42.9% | epoch: 1 | remaining: 81s    
step 00855 (72.9%) | loss: 2.829373 | lrm: 0.28 | dt: 259ms | tok/sec: 1,012,591 | mfu: 42.9% | epoch: 1 | remaining: 81s    
step 00856 (73.0%) | loss: 2.828116 | lrm: 0.28 | dt: 259ms | tok/sec: 1,013,156 | mfu: 42.9% | epoch: 1 | remaining: 81s    
